1318|1|33539
117|1|95726
1492|1|43514
1302|1|74002
1313|1|371191
1491|1|271048
2870|1|108718
2181|1|76116
1309|1|81300
1750|1|141065
2848|1|314358
1458|1|179499
951|1|336645
1029|1|189389
2176|1|13759
2846|1|369417
347|1|164085
2173|1|296352
2826|1|119989
1742|1|361301
2166|1|289054
2823|1|2573
2820|1|285166
2814|1|50334
1736|1|126469
1025|1|299507
1482|1|318809
1483|1|91275
2152|1|274458
2806|1|270570
1128|1|64027
2801|1|208213
2795|1|373390
1290|1|4347
1288|1|59406
1436|1|385139
2498|1|349467
2784|1|76201
587|1|357158
2780|1|186319
2779|1|13844
305|1|120297
944|1|329347
2129|1|307623
683|1|114380
42|1|360398
1136|1|243800
1283|1|397058
2127|1|362682
2093|1|98658
1284|1|169524
72|1|334531
264|1|248984
2756|1|47009
1285|1|341999
613|1|41400
304|1|347831
1282|1|224583
4721|1|152761
1475|1|311511
2746|1|322304
1715|1|104575
734|1|110407
2108|1|285729
1923|1|378574
1465|1|186797
2742|1|32413
2117|1|237968
1720|1|166932
90|1|239009
2731|1|135233
1457|1|7024
2725|1|300410
2109|1|58195
543|1|368429
2102|1|50897
712|1|316047
231|1|157435
2687|1|146504
1708|1|97277
1129|1|236502
76|1|224413
2065|1|69466
1251|1|77975
1248|1|360568
725|1|158168
2559|1|70199
507|1|159464
1942|1|55518
1232|1|1022
534|1|16181
994|1|152899
503|1|269582
2448|1|125906
846|1|227175
1|160|193326
1|1028|113368
1|309|215546
1|11|171106
1|594|153347
1|1316|75778
1|1392|299197
1|1583|265934
1|888|164975
1|637|106067
1|1520|149154
1|18|228527
1|35|367978
1|1901|74425
1|44|41796
1|10|162903
1|783|103678
1|821|15383
1|112|199591
1|964|388394
1|89|10922
1|20|244933
1|256|180796
1|223|310106
1|1881|310374
1|351|160063
1|196|88625
1|416|293249
1|1877|277562
1|87|394525
1|2367|296942
1|3254|372841
1|1573|183904
1|247|106969
1|1353|379289
1|493|124862
1|1358|20295
1|1177|135588
1|1538|296808
1|2296|114538
1|222|301903
1|2282|399705
1|2113|213425
1|2260|219239
1|71|263277
1|142|45672
1|2249|129006
1|1519|140951
1|2227|348549
1|1496|352291
1|519|338140
1|1493|327682
1|1315|67575
1|1750|35799
1|156|160514
1|9|154700
1|1724|222530
1|22|261339
1|15|203918
1|255|172593
1|1267|73840
1|1261|24622
1|57|148435
1|710|304877
1|472|352608
1|152|127702
1|1952|92769
1|1606|54594
1|379|389747
1|4|113685
1|563|299063
1|113|207794
1|744|183770
1|625|7631
1|3422|150909
1|3421|142706
1|3418|118097
1|3402|386858
1|250|131578
1|249|123375
1|2427|389113
1|3414|85285
1|1590|323355
1|3355|1317
1|2305|188365
1|1900|66222
1|3385|247407
1|1147|289507
1|377|373341
1|1072|74291
1|96|68343
1|118|248809
1|3375|165377
1|3367|99753
1|1024|80556
1|709|296674
1|3349|352108
1|1580|241325
1|545|151409
1|146|78484
1|1198|307851
1|1589|315152
1|3341|286484
1|3339|270078
1|2402|184038
1|2401|175835
1|1382|217167
1|3335|237266
1|3317|89612
1|3329|188048
1|3332|212657
1|3330|196251
1|1867|195532
1|1197|299648
1|3319|106018
1|1885|343186
1|1862|154517
1|1886|351389
1|649|204503
1|154|144108
1|3316|81409
1|617|342016
1|3313|56800
1|3300|350170
1|1522|165560
1|2391|93805
1|896|230599
1|3298|333764
1|462|270578
1|3295|309155
1|432|24488
1|3292|284546
1|3290|268140
1|2383|28181
1|1195|283242
1|3283|210719
1|1875|261156
1|3279|177907
1|2378|387175
1|1579|233122
1|291|67892
1|454|204954
1|2375|362566
1|292|76095
1|158|176920
1|3256|389247
1|1846|23269
1|3259|13847
1|1066|25073
1|1061|384067
1|3253|364638
1|1860|138111
1|3247|315420
1|2368|305145
1|151|119499
1|3245|299014
1|1574|192107
1|290|59689
1|1570|159295
1|3233|200578
1|891|189584
1|1856|105299
1|115|224200
1|3215|52924
1|483|42832
1|1365|77716
1|3211|20112
1|3210|11909
1|3189|239655
1|3193|272467
1|1847|31472
1|3202|346294
1|2351|165694
1|1063|464
1|2352|173897
1|1051|302037
1|3173|108407
1|1843|398669
1|3163|26377
1|1186|209415
1|7341|297746
1|2342|91867
1|3139|229514
1|3167|59189
1|459|245969
1|2338|59055
1|1842|390466
1|2334|26243
1|3156|368965
1|817|382580
1|1840|374060
1|3141|245920
1|1521|157357
1|3149|311544
1|2324|344222
1|1839|365857
1|3143|262326
1|3148|303341
1|3142|254123
1|1060|375864
1|7431|235998
1|1355|395695
1|3134|188499
1|174|308168
1|2315|270395
1|1356|3889
1|3124|106469
1|1835|333045
1|296|108907
1|1180|160197
1|3118|57251
1|1542|329620
1|3113|16236
1|3111|399839
1|3013|395963
1|529|20161
1|1826|259218
1|3103|334215
1|1822|226406
1|3101|317809
1|753|257597
1|3083|170155
1|3088|211170
1|395|120986
1|3084|178358
1|333|12409
1|1339|264447
1|3068|47110
1|3042|233841
1|3078|129140
1|596|169753
1|1796|13128
1|2281|391502
1|3070|63516
1|1442|309338
1|3064|14298
1|194|72219
1|3062|397901
1|701|231050
1|3059|373292
1|124|298027
1|7427|203186
1|3057|356886
1|396|129189
1|2276|350487
1|2273|325878
1|3048|283059
1|523|370952
1|2271|309472
1|95|60140
1|1525|190169
1|2235|14164
1|2261|227442
1|1342|289056
1|331|396012
1|3027|110796
1|3023|77984
1|3026|102593
1|373|340529
1|68|238668
1|1331|198823
1|116|232403
1|2147|92318
1|3020|53375
1|2252|153615
1|179|349183
1|3004|322136
1|491|108456
1|214|236279
1|439|81909
1|3010|371354
1|2090|24756
1|3006|338542
1|810|325159
1|1167|53558
1|697|198238
1|67|230465
1|258|197202
1|1793|388528
1|3000|289324
1|2999|281121
1|1340|272650
1|2996|256512
1|2989|199091
1|1043|236413
1|554|225236
1|1336|239838
1|1337|248041
1|2238|38773
1|178|340980
1|747|208379
1|2966|10422
1|2962|377619
1|474|369014
1|330|387809
1|260|213608
1|2952|295589
1|455|213157
1|2941|205356
1|2947|254574
1|2945|238168
1|2942|213559
1|623|391234
1|1509|58921
1|2926|82311
1|29|318760
1|2217|266519
1|123|289824
1|1510|67124
1|1505|26109
1|2927|90514
1|804|275941
1|2920|33093
1|301|149922
1|2782|101106
1|2907|326463
1|2909|342869
1|958|339176
1|1148|297710
1|1502|1500
1|2904|301854
1|955|314567
1|874|50133
1|2898|252636
1|1500|385103
1|2198|110662
1|1320|108590
1|1760|117829
1|1494|335885
1|2178|346611
1|2892|203418
1|636|97864
1|1034|162586
1|276|344856
1|2876|72170
1|1318|92184
1|259|205405
1|2881|113185
1|117|240606
1|1492|319479
1|2185|4023
1|1313|51169
1|1491|311276
1|2870|22952
1|1309|18357
1|2181|371220
1|2858|324525
1|2177|338408
1|1749|27596
1|2848|242495
1|1458|40577
1|951|281755
1|1029|121571
1|2176|330205
1|347|127251
1|2846|226089
1|2845|217886
1|370|315920
1|2173|305596
1|2844|209683
1|1302|360945
1|2167|256378
1|2837|152262
1|517|321734
1|2826|62029
1|2166|248175
1|2163|223566
1|1742|370184
1|2830|94841
1|1295|303524
1|2823|37420
1|2632|70683
1|2820|12811
1|2814|363602
1|796|210317
1|1736|320966
1|1025|88759
1|1482|237449
1|1483|245652
1|2152|133333
1|2810|330790
1|2149|108724
1|2808|314384
1|2144|67709
1|2806|297978
1|1128|133650
1|38|392587
1|2801|256963
1|736|118146
1|2136|2085
1|2795|207745
1|2793|191339
1|1288|246103
1|1436|260120
1|2498|171508
1|7603|46878
1|2786|133918
1|2784|117512
1|587|95926
1|2783|109309
1|2780|84700
1|944|224334
1|305|182734
1|2779|76497
1|2775|43685
1|346|119048
1|683|83396
1|2772|19076
1|2129|344673
1|75|296089
1|2771|10873
1|175|316371
1|1136|199274
1|1283|205088
1|2127|328267
1|2767|378070
1|2764|353461
1|2763|345258
1|2093|49365
1|1284|213291
1|72|271480
1|264|246420
1|2754|271431
1|2756|287837
1|1285|221494
1|613|309204
1|304|174531
1|1282|196885
1|4721|6363
1|2752|255025
1|2750|238619
1|2746|205807
1|586|87723
1|2747|214010
1|2119|262643
1|1715|148703
1|1475|180028
1|734|101740
1|2744|189401
1|2108|172410
1|1923|254891
1|2743|181198
1|1465|97998
1|1720|189718
1|2742|172995
1|2117|246237
1|90|19125
1|2707|285899
1|1457|32374
1|2731|82762
1|2725|33544
1|2109|180613
1|2713|335117
1|155|152311
1|543|135003
1|2102|123192
1|231|375730
1|1708|91282
1|2700|228478
1|2687|121839
1|1413|71451
1|1129|141853
1|2695|187463
1|76|304292
1|1445|333947
1|2065|219690
1|2619|364053
1|2605|249211
1|1251|342601
1|2586|93354
1|1117|43417
1|300|141719
1|1248|317992
1|725|27913
1|578|22099
1|2559|271882
1|507|239704
1|1942|10739
1|1232|186744
1|42|25390
1|534|61176
1|994|234475
1|503|206892
1|2448|161367
1|846|220458
1|2|97279
1|7348|355167
1|7425|186780
1|7557|69549
1|7589|332045
1368|2|265303
164|2|210074
244|2|7759
62|2|218020
2244|2|150001
148|2|250537
7403|2|328510
52|2|93306
264|2|257187
159|2|147717
66|2|107902
20|2|174232
60|2|273079
585|2|20411
97|2|254510
2006|2|301878
1421|2|206271
353|2|7111
42|2|368601
37|2|306244
51|2|320840
185|2|231968
38|2|78710
7603|2|22727
312|2|135798
168|2|99956
354|2|179586
108|2|151690
9|2|277052
22|2|119173
91|2|19678
40|2|23651
250|2|242591
271|2|264485
119|2|48870
10|2|49518
113|2|214047
54|2|38247
375|2|201480
177|2|52195
31|2|71412
47|2|30949
17|2|56816
23|2|291648
74|2|287675
4|2|214695
179|2|397145
165|2|382549
306|2|300975
8|2|104577
242|2|62818
412|2|182911
381|2|36303
561|2|281110
216|2|378576
107|2|379224
681|2|177642
79|2|350032
272|2|36951
39|2|251185
150|2|195478
181|2|342086
109|2|324165
503|2|277785
223|2|385874
2404|2|145380
24|2|64114
19|2|1757
7|2|332111
348|2|344763
11|2|221993
473|2|303652
1921|2|41827
99|2|199451
121|2|393820
15|2|111875
1380|2|334958
30|2|298946
73|2|115200
85|2|184855
189|2|121850
787|2|59578
133|2|63466
1709|2|277955
75|2|60141
658|2|210807
293|2|58845
768|2|382634
45|2|86008
471|2|358711
1632|2|197677
281|2|389199
269|2|319544
96|2|82035
2336|2|17341
87|2|129796
206|2|253862
330|2|40276
90|2|247212
241|2|290352
190|2|294325
1494|2|396667
7577|2|338485
798|2|356767
211|2|316219
140|2|70764
217|2|151042
182|2|114552
236|2|227995
777|2|334873
1098|2|98097
106|2|206749
237|2|461
44|2|313542
1401|2|356852
1409|2|136616
769|2|155100
1209|2|42390
917|2|80824
710|2|379309
114|2|386522
2698|2|51887
1127|2|299764
249|2|70116
1009|2|348173
1386|2|169781
173|2|162313
126|2|56168
43|2|141067
222|2|213399
647|2|313627
58|2|328138
5|2|387170
1156|2|101422
553|2|101337
170|2|44897
93|2|364628
145|2|133121
1523|2|198325
350|2|289704
89|2|74737
77|2|5082
1785|2|185758
166|2|155015
489|2|263189
25|2|236589
161|2|92658
1475|2|319714
83|2|239914
117|2|103929
146|2|305596
277|2|99308
70|2|397793
1487|2|389369
67|2|280377
175|2|107254
270|2|92010
587|2|365361
871|2|147154
389|2|216076
544|2|149098
2631|2|96323
672|2|225403
137|2|353357
424|2|252566
65|2|335436
1693|2|318418
475|2|248593
35|2|361303
449|2|164342
1998|2|122105
1977|2|100211
915|2|135883
63|2|390495
1957|2|250792
1635|2|315093
508|2|340142
2499|2|130136
2497|2|185195
299|2|293677
1225|2|1927
1232|2|9225
238|2|172936
2488|2|232956
1936|2|228898
382|2|208778
355|2|352061
1090|2|318333
1222|2|284520
21|2|346707
564|2|398526
2459|2|31289
774|2|217457
209|2|371278
1922|2|214302
504|2|50251
987|2|153804
2446|2|189168
986|2|381338
1603|2|396019
379|2|91362
446|2|46926
436|2|322221
512|2|230024
2|37|156850
2|38|165053
2|168|31416
2|4|286160
2|20|17399
2|767|144905
2|23|42008
2|40|181459
2|91|199803
2|113|380269
2|54|296301
2|108|339254
2|469|100465
2|250|304053
2|271|76307
2|471|116871
2|185|170867
2|188|195476
2|31|107632
2|312|12621
2|74|60352
2|119|29478
2|8|318972
2|381|178619
2|223|82572
2|257|361474
2|47|238880
2|17|392799
2|9|327175
2|150|283771
2|7400|154180
2|263|10683
2|42|197865
2|109|347457
2|489|264525
2|145|242756
2|107|331051
2|22|33805
2|473|133277
2|99|265427
2|165|6807
2|24|50211
2|7|310769
2|189|203679
2|787|308965
2|264|18886
2|66|394737
2|562|63326
2|270|68104
2|871|197999
2|15|376393
2|137|177132
2|75|68555
2|353|348944
2|21|25602
2|658|50796
2|45|222474
2|121|45884
2|10|335378
2|164|398613
2|1380|373236
2|2404|372919
2|1691|124306
2|14|368190
2|13|359987
2|139|193538
2|206|343130
2|19|9196
2|318|61839
2|561|55123
2|51|271692
2|90|191600
2|241|230226
2|1494|108351
2|77|84961
2|133|144320
2|70|27540
2|211|384145
2|681|239465
2|272|84510
2|862|124172
2|140|201741
2|217|33354
2|182|146258
2|251|312256
2|1098|60035
2|106|322848
2|503|379367
2|1409|211114
2|446|311805
2|769|161311
2|1209|170550
2|917|175328
2|710|77343
2|1632|40338
2|2006|308197
2|2698|384547
2|1127|297922
2|647|360572
2|126|86899
2|43|206068
2|242|238429
2|87|166991
2|5|294363
2|111|363863
2|1156|135800
2|16|384596
2|412|32903
2|5342|72784
2|95|232615
2|85|150585
2|3|277957
2|219|49760
2|93|216209
2|18|993
2|350|324335
2|268|51698
2|89|183397
2|1785|95370
2|306|363412
2|25|58414
2|161|374004
2|52|279895
2|97|249021
2|83|134179
2|117|13072
2|146|250959
2|2839|341143
2|1487|50930
2|67|2931
2|175|88837
2|587|268401
2|1475|352503
2|1709|271960
2|672|165638
2|39|173256
2|424|131339
2|1693|140712
2|35|140444
2|449|336414
2|1998|242573
2|1929|76575
2|1977|70310
2|236|189211
2|777|226935
2|63|370128
2|1957|306259
2|1635|64947
2|915|158922
2|65|386534
2|508|20373
2|2499|352186
2|2497|335780
2|299|305991
2|1421|309550
2|1225|301798
2|1232|359219
2|2488|261953
2|1936|133996
2|382|186822
2|355|365350
2|238|205617
2|1090|394420
2|1222|277189
2|564|79732
2|2459|24066
2|774|202326
2|420|98527
2|237|197414
2|209|367739
2|1922|19154
2|532|217245
2|504|387570
2|7401|162383
2|987|349529
2|2446|317436
2|200|293912
2|44|214271
2|986|341326
2|148|267365
2|1603|202460
2|379|162213
2|436|229775
2|512|53185
2|402|350882
2|11|343581
2|7508|240086
2|7552|201009
2|7500|174462
2|7482|26808
2|7583|55293
2|798|399198
2|7577|6075
2|7603|219353
971|3|202470
92|3|200356
7336|3|381149
5|3|395373
1545|3|888
103|3|97536
207|3|34531
43|3|149270
6|3|167839
7380|3|369878
333|3|165895
287|3|232225
754|3|376241
26|3|17258
34|3|197031
525|3|80348
545|3|329776
56|3|391400
1849|3|32109
557|3|399431
208|3|207006
1558|3|243018
2346|3|150258
974|3|319886
262|3|320449
2001|3|247724
142|3|23908
815|3|96973
120|3|229548
492|3|388808
1175|3|186578
32|3|252090
259|3|203033
177|3|60398
172|3|398050
1347|3|251612
1338|3|299373
105|3|42477
891|3|4776
818|3|214389
890|3|232310
347|3|180491
93|3|372831
1362|3|38674
1547|3|345838
351|3|70373
42|3|376804
123|3|346964
113|3|222250
1056|3|62512
2280|3|367169
879|3|335130
36|3|141972
590|3|90971
3254|3|354039
291|3|122107
3260|3|188862
1174|3|14103
3198|3|295655
460|3|69725
3200|3|240596
30|3|307149
589|3|318505
115|3|167191
433|3|213008
81|3|303176
7509|3|218649
973|3|147411
1555|3|125602
2334|3|80603
3154|3|306926
7595|3|251166
244|3|15962
1361|3|266208
2331|3|363196
1061|3|124869
21|3|354910
1356|3|203851
509|3|120811
969|3|257529
197|3|309826
493|3|161274
124|3|119430
621|3|237579
1036|3|213093
1054|3|117571
1818|3|285510
90|3|255415
358|3|77671
1339|3|71839
396|3|231577
748|3|141409
24|3|72317
13|3|175137
170|3|53100
2336|3|25544
88|3|310474
163|3|45802
158|3|383454
1576|3|147496
2353|3|157556
3221|3|262490
1358|3|148792
136|3|189085
1367|3|101031
7512|3|336065
757|3|93648
49|3|384102
646|3|149355
190|3|302528
1839|3|307404
2328|3|245780
1360|3|93733
7377|3|252462
7431|3|365905
2321|3|238482
125|3|291905
174|3|342991
1548|3|118304
1837|3|362463
173|3|170516
1834|3|245047
107|3|387427
703|3|380214
1456|3|250964
7406|3|54120
1832|3|300106
242|3|71021
3105|3|255840
641|3|86998
320|3|323774
955|3|242933
885|3|169953
632|3|134759
2300|3|216588
702|3|207739
228|3|56425
752|3|31291
2291|3|264349
656|3|274069
877|3|390189
7|3|340314
1043|3|220391
2293|3|209290
58|3|336341
290|3|349641
87|3|137999
72|3|350937
650|3|39237
3328|3|316901
720|3|112217
1379|3|170686
219|3|104186
19|3|9960
309|3|26585
3275|3|375933
1336|3|354432
345|3|235550
336|3|283311
295|3|11989
154|3|93563
1375|3|280804
97|3|262713
435|3|157949
7390|3|94583
753|3|203766
12|3|2662
1853|3|322000
1184|3|138817
1064|3|242285
1560|3|187959
988|3|334482
7341|3|43497
203|3|144649
976|3|264827
1063|3|69810
289|3|177166
454|3|234902
7394|3|384474
3203|3|358012
1844|3|369761
2053|3|16217
1363|3|211149
3181|3|163643
288|3|4691
2263|3|235157
111|3|277309
1843|3|197286
774|3|225660
3132|3|112557
1059|3|179928
2332|3|135662
691|3|310559
1550|3|63245
1060|3|352403
286|3|59750
205|3|89590
1359|3|321267
1459|3|368380
2315|3|3650
135|3|16610
1835|3|17513
10|3|57721
7432|3|138371
1815|3|168094
3127|3|50200
1836|3|189988
296|3|184464
266|3|210331
2311|3|113768
40|3|31854
1129|3|252908
1147|3|157386
2308|3|396361
331|3|220954
27|3|189733
755|3|148707
2306|3|51411
5679|3|196500
1790|3|256318
1523|3|206528
63|3|398698
937|3|338455
100|3|380129
53|3|273984
2298|3|271647
3087|3|351362
1274|3|61216
227|3|283959
1348|3|24078
75|3|68344
2295|3|154231
394|3|286636
3043|3|362633
2285|3|29517
1536|3|48649
883|3|225012
8|3|112780
199|3|254767
2290|3|91874
11|3|230196
1816|3|340569
62|3|226223
95|3|317772
701|3|35264
1524|3|379003
1169|3|351755
749|3|313884
876|3|217714
33|3|24556
3|5|66829
3|92|380481
3|6|75032
3|207|123799
3|123|234765
3|287|380030
3|103|70705
3|34|304716
3|56|85173
3|142|390622
3|120|210156
3|351|105004
3|333|357359
3|43|378543
3|32|288310
3|1338|201185
3|170|220297
3|105|87111
3|818|335724
3|208|132002
3|974|15356
3|347|72192
3|93|388684
3|973|7153
3|1362|398057
3|1547|315576
3|509|201051
3|197|41769
3|1545|299170
3|1056|287993
3|492|61600
3|2280|328240
3|879|36089
3|36|321122
3|259|150346
3|19|181671
3|291|12833
3|891|134525
3|460|199113
3|30|271904
3|557|194786
3|1849|392828
3|136|341404
3|1558|5800
3|115|169141
3|31|280107
3|890|126322
3|262|174955
3|190|384357
3|1555|381200
3|7595|326204
3|1361|389854
3|971|390756
3|1359|373448
3|1061|329008
3|1356|348839
3|42|370340
3|493|69803
3|331|340953
3|124|242968
3|1824|187753
3|621|319769
3|1036|123933
3|754|210741
3|1054|271587
3|702|184194
3|1818|138535
3|90|364075
3|396|74130
3|24|222686
3|13|132453
3|88|347669
3|163|162876
3|158|121861
3|590|65476
3|247|51910
3|3254|317782
3|1576|153454
3|7380|162595
3|7525|152003
3|2353|127041
3|638|59211
3|1174|55920
3|525|332299
3|289|396436
3|1363|6251
3|2346|69620
3|7512|45364
3|81|290248
3|7509|20755
3|646|124835
3|162|154673
3|1839|310798
3|21|198077
3|244|27301
3|1360|381651
3|7377|137986
3|2321|264554
3|174|253109
3|1548|323779
3|1834|269783
3|107|103517
3|969|374350
3|886|93510
3|1832|253377
3|641|83820
3|2306|141509
3|1790|308860
3|1523|118704
3|63|142594
3|937|111854
3|632|9993
3|2300|92291
3|1175|64123
3|752|194335
3|2295|51276
3|394|57724
3|2291|18464
3|1536|225343
3|358|162425
3|1339|209388
3|748|161523
3|1816|122129
3|7|83235
3|29|263701
3|7336|201672
3|1347|275012
3|290|4630
3|87|339466
3|72|216421
3|3328|124786
3|720|331848
3|650|157647
3|1379|137499
3|309|160487
3|3275|90036
3|1336|184779
3|345|55786
3|295|45645
3|3260|367000
3|1375|104687
3|97|21487
3|2903|238592
3|7390|244625
3|12|124250
3|753|202538
3|1853|25631
3|1184|137950
3|3221|47083
3|1560|22206
3|1358|365245
3|7341|242687
3|203|90987
3|3198|258423
3|976|31762
3|1063|345414
3|454|149895
3|3203|299438
3|3200|274829
3|1367|39063
3|433|377641
3|2053|66195
3|3181|118972
3|288|388233
3|2263|188789
3|757|235350
3|49|27752
3|111|136329
3|1843|343610
3|2336|387599
3|774|374801
3|3132|117034
3|1059|312602
3|2332|354787
3|2334|371193
3|3154|297500
3|691|93961
3|2328|321975
3|1550|340185
3|1060|320805
3|286|371827
3|2331|346584
3|205|107393
3|7431|180939
3|1459|393730
3|2315|215336
3|27|247295
3|1837|294392
3|135|333201
3|1835|277986
3|173|244906
3|125|251171
3|815|311115
3|10|107844
3|7432|189142
3|1815|113926
3|3127|76019
3|1836|286189
3|296|53848
3|266|207767
3|703|192397
3|1456|369121
3|7406|375873
3|242|10895
3|3105|295562
3|2311|182524
3|320|250720
3|40|353934
3|1129|86794
3|1147|234448
3|2308|157915
3|955|259508
3|755|218944
3|5679|209607
3|885|85307
3|100|46096
3|53|60564
3|2298|75885
3|3087|147908
3|228|296062
3|1274|76202
3|227|287859
3|1348|283215
3|75|241030
3|2285|369255
3|883|68901
3|8|91438
3|199|58175
3|2290|10261
3|11|116047
3|656|206865
3|62|134391
3|877|19683
3|95|5081
3|701|175991
3|1524|126907
3|1043|181354
3|116|177344
3|749|169726
3|3049|236203
3|876|11480
3|172|236703
3|7604|22
97|4|270916
215|4|222507
479|4|154881
302|4|27490
39|4|267591
381|4|52709
148|4|266943
7603|4|39133
40|4|40057
312|4|152204
31|4|87818
131|4|134931
859|4|93905
437|4|111093
23|4|308054
37|4|322650
136|4|197288
25|4|252995
9|4|293458
777|4|351279
1398|4|255842
17|4|73222
77|4|21488
1445|4|361987
1009|4|364579
423|4|96497
510|4|301489
65|4|351842
420|4|379090
63|4|6892
224|4|174746
7582|4|17239
16|4|300756
311|4|379738
562|4|69982
223|4|2271
1230|4|80690
74|4|304081
54|4|54653
113|4|230453
119|4|65276
683|4|138989
231|4|182044
1239|4|32929
72|4|359140
567|4|132339
508|4|356548
139|4|314704
466|4|312760
534|4|40790
1085|4|272382
236|4|244401
771|4|116447
150|4|211884
106|4|223155
561|4|297516
768|4|399040
121|4|10217
168|4|116362
1270|4|179537
159|4|164123
177|4|68601
1264|4|344714
578|4|29519
3774|4|47217
1003|4|129747
367|4|38113
1107|4|66742
661|4|344629
274|4|398307
654|4|337331
910|4|89932
1091|4|107205
1401|4|373258
84|4|28786
531|4|323383
237|4|16867
270|4|108416
45|4|102414
501|4|349250
710|4|395715
91|4|36084
583|4|91876
1702|4|287063
3356|4|354296
95|4|325975
22|4|135579
21|4|363113
11|4|238399
47|4|47355
